,Date,RSI,MFI,EMA,SO,MACD,Diff,Close
0,2007-02-08,50.15545952786296,52.439742157133054,205.5964083123539,0.8899833843886118,-182.88368058023582,-1.4467009999999902,90.473297
1,2007-02-09,50.402928998714934,51.26709249666209,203.79682655197414,0.028406160244773354,-183.2262776533947,-2.5400010000000037,87.933296
2,2007-02-12,50.22257824362728,46.514696870537215,202.03730517201453,0.152230613719924,-183.1144029689532,-0.47999599999999987,87.4533
3,2007-02-13,50.512061822978865,46.318479717169865,200.05324507959065,0.16568048971208046,-183.26194220024638,-1.3799969999999888,86.07330300000001
4,2007-02-14,50.80807675323018,44.51629588772174,197.50098550518567,0.023833747376510256,-183.80286821281388,-2.7333070000000106,83.339996
5,2007-02-15,50.359784438302604,42.118706028383315,195.77074720048108,0.21187586104094058,-184.33775190400428,1.986701999999994,85.326698
6,2007-02-19,50.23290358719396,40.185796996512885,194.63908607609608,0.9281037330674199,-184.44667284671303,1.5333030000000036,86.860001
7,2007-02-20,50.543492197875906,39.66284166797818,192.56622327050573,0.896948244424688,-184.7708225450782,-2.833297999999999,84.026703
8,2007-02-21,50.83278999030078,39.865099128219555,190.7214185386196,0.9188343488844055,-184.7375972853799,-0.020004000000000133,84.006699
9,2007-02-22,50.74994937820963,40.68672572188103,189.13360866977436,0.9403211827215736,-184.3971030383432,-0.23999799999999993,83.766701
10,2007-02-23,50.69275554357082,31.534275111523456,185.69767032156543,0.8440232770924274,-184.54016654011264,-6.853400999999991,76.9133
11,2007-02-26,49.05890091529266,31.66845896962724,183.02812702733937,0.8471259031615292,-183.76867712678023,0.22000099999999634,77.133301
12,2007-02-27,48.967816665247405,29.441181252951523,181.3077122899518,0.8761775910832738,-182.82596274104483,2.0599969999999956,79.193298
13,2007-02-28,49.533482808808614,28.833060064321174,177.88504979622607,0.12134096857296289,-181.97577879943157,-6.426597000000001,72.766701
14,2007-03-01,50.11216579911136,29.240198935942203,174.73829875149036,0.1833625493753806,-180.83530913313803,-1.4400030000000044,71.326698
15,2007-03-02,49.80554830074714,30.02278085506424,172.3113028248694,0.32477852975495924,-179.2368090672627,2.393303000000003,73.720001
16,2007-03-05,50.413832453525515,32.02034700557448,168.59442431115275,0.23106930024011244,-177.82540421094205,-3.8067009999999897,69.9133
17,2007-03-06,50.26137661300888,30.29591881443227,166.3271987989292,0.4262534550095234,-176.51847107233016,2.3333959999999934,72.246696
18,2007-03-07,50.882022191249234,34.78128920643397,162.84022999684575,0.3213465221658031,-175.75616418976702,-4.259993999999992,67.98670200000001
19,2007-03-08,50.43125743274621,38.01489451265795,162.43578973684677,0.8732688642815946,-173.78242620132795,8.860000999999997,76.846703
20,2007-03-09,49.934337880599685,36.26837807465635,161.97882275543452,0.7005530812445516,-172.256296961088,-3.3067020000000014,73.540001
21,2007-03-12,50.3523769284229,35.94070956506694,161.21556431065616,0.6495247457768323,-170.73477535215704,-0.8600009999999969,72.68
22,2007-03-13,50.72754863687274,36.19669033173729,161.06995947752318,0.8211994718454759,-167.90386090581592,2.893303000000003,75.57330300000001
23,2007-03-14,51.127382415865945,36.20898514355039,161.51862719114357,0.7527678834675563,-165.18385394676937,-1.1533050000000173,74.41999799999999
24,2007-03-15,51.279018687274615,38.33665052387533,161.83445141203183,0.6926436391088069,-162.99485318804,-1.0132979999999918,73.4067
25,2007-03-16,51.21075931253793,41.45812213999691,161.14993879577264,0.45174671752689766,-160.17627566457182,-1.9400020000000069,71.466698
26,2007-03-19,50.769632771152956,40.02865406203021,161.49378759795516,0.40168955256393263,-157.2496418183353,1.1200019999999995,72.5867
27,2007-03-20,50.78533644437233,43.28805637158211,161.39805560042115,0.45134465232805354,-155.10404234200848,-0.22669899999999643,72.360001
28,2007-03-21,50.75265794069065,45.34619965139864,161.94025165425825,0.42785075215488855,-152.45863960945297,-0.18669899999999018,72.173302
29,2007-03-22,50.70320230155443,45.01165216027668,161.33582089739167,0.5302076924751551,-150.32845944883064,0.8134000000000015,72.98670200000001
30,2007-03-23,50.60773203714412,46.04705834378617,161.57797045839766,0.5429432777069165,-147.87872862596552,0.9665979999999905,73.9533
31,2007-03-26,50.72727745307414,50.37767002030166,161.39152721019323,0.34427621332551733,-146.70012774885717,-1.6799999999999926,72.2733
32,2007-03-28,50.6267767568071,54.782706375942354,160.24231450528407,0.9223602192678616,-144.90207718387404,-1.6666030000000092,70.606697
33,2007-03-29,50.497501115884376,50.991278496628645,159.2626850167282,0.9171038564324363,-143.37734501269415,-0.3199999999999932,70.286697
34,2007-03-30,50.416503219821685,53.66848397148036,159.0292166099232,0.9434941816498469,-142.14960950293408,1.6066059999999993,71.893303
35,2007-04-02,50.47685930608062,55.90712038934766,158.86274377881924,0.9306816986816944,-140.83734136220068,-0.7800060000000002,71.113297
36,2007-04-03,50.359091438132985,53.20526446587798,158.2047402289616,0.9132700296416155,-140.43561694025664,-1.0599980000000073,70.053299
37,2007-04-04,50.58192370781309,55.745842030802876,157.0058841668614,0.8803093658628603,-139.83023164293715,-2.0065989999999942,68.0467
38,2007-04-05,50.350762588840816,56.052062074197785,156.01248636631684,0.9221696284459453,-139.03036426818622,0.19999599999999873,68.246696
39,2007-04-09,50.23613101473302,55.502777457085074,155.38771721072325,0.9453239715640509,-138.98331128068912,1.3066029999999955,69.553299
40,2007-04-10,50.33842970890214,66.06555305654877,156.15496586840325,0.9874200234866357,-138.7228347640558,4.7934040000000095,74.346703
41,2007-04-11,50.29847920355674,65.14298965112916,156.71768685860872,0.9573909224528044,-138.40300422335747,-1.0800020000000075,73.266701
42,2007-04-12,50.477593024978034,64.00923426804124,157.7707516232239,0.9728074671653753,-138.75272459324023,0.9599989999999963,74.2267
43,2007-04-13,50.55893322086038,62.841319995171524,158.90025624397245,0.9786031342322734,-138.517208804358,0.4066010000000091,74.633301
44,2007-04-16,50.750204346531696,62.509073905155105,160.6916247484498,0.9835562506164713,-138.4395074267936,3.213402000000002,77.846703
45,2007-04-17,51.084979456638685,62.65522861823038,162.72608327882497,0.9867700791982089,-137.05463052524888,0.9465939999999904,78.793297
46,2007-04-18,50.754642312563995,60.02784742951808,163.93928112561082,0.6683857516845368,-136.71231798746888,-2.5532989999999955,76.239998
47,2007-04-19,50.77496231015505,58.060665119249755,165.4799258091277,0.6922601690594897,-136.3909325622239,0.24670400000000825,76.48670200000001
48,2007-04-20,51.00034092879841,58.00097946591678,167.37036607680878,0.7716529470727159,-135.40663749846274,1.439994999999982,77.92669699999999
49,2007-04-23,51.07654111833419,54.74108099915527,169.15903514203947,0.8446554887581352,-134.28546188465444,0.6733010000000093,78.599998
50,2007-04-24,51.04566557286698,53.25754558001594,170.87689789900145,0.9526697075467642,-133.21083648571968,2.5132990000000035,81.113297
51,2007-04-25,50.48700770316491,52.9735512554812,173.18864211557025,0.9157532302254359,-132.5778083845626,1.8000030000000038,82.9133
52,2007-04-26,49.87044245942949,53.665522558959815,175.04527785978686,0.8275194767441869,-132.66508335201922,-0.37329900000000293,82.540001
53,2007-04-27,49.81575103943564,58.677393062989516,176.218033932558,0.6789437015503879,-132.8056904012896,-1.5333020000000062,81.006699
54,2007-04-30,49.78527794567775,55.157811327017384,176.69840545940528,0.5173564430525471,-133.18248646147018,-0.3934019999999947,80.613297
55,2007-05-03,49.47243501498451,57.07118533829731,177.36286910155394,0.9620703312301222,-133.42719599920073,1.1200019999999995,81.733299
56,2007-05-04,49.76901606201676,57.12034231719901,178.97016553797783,0.9879913303262843,-133.9116226089077,1.853400999999991,83.5867
57,2007-05-07,49.82274248137816,55.61543264193617,179.88797732487706,0.9375570549504297,-134.967146523126,-1.6999969999999962,81.886703
58,2007-05-08,49.88958784975264,54.682702450218684,180.16895140346656,0.9207345186939081,-135.96163186407668,-1.1799999999999926,80.706703
59,2007-05-09,50.022828986957045,50.433791076454085,179.7736830802593,0.8943117174054557,-137.17155020159854,-1.8534010000000052,78.853302
60,2007-05-10,49.9985148299997,50.58445466013247,178.40361732173676,0.8648493974559565,-138.48587223660792,-2.0666049999999956,76.786697
61,2007-05-11,50.21304829312805,65.36375762194244,178.32879004128557,0.9296674992919209,-139.57391244952876,4.5466009999999955,81.333298
62,2007-05-14,50.35868094985278,60.72401272113265,178.08377022028955,0.45649512925330205,-141.2673719069121,-0.6465989999999948,80.686699
63,2007-05-15,50.49895763289547,63.28457144638165,178.29241320561675,0.5214237757581526,-143.46514756764125,0.666602999999995,81.353302
64,2007-05-16,50.543965194092806,64.9614402696853,178.73861101116836,0.7627087295446289,-145.5164071232838,0.6466980000000007,82.0
65,2007-05-17,50.75637999814532,72.46226222683899,180.57883293280847,0.8834724749139967,-146.73832989828838,5.120002999999997,87.120003
66,2007-05-18,51.13813437586839,73.37699793154133,182.6827919593627,0.8910871541501971,-147.11339188088672,2.4067000000000007,89.526703
67,2007-05-21,50.77490915962076,69.52416250863544,184.7203686448407,0.8704415678524368,-147.97465112580744,-0.31340000000000146,89.213303
68,2007-05-22,50.453802152255136,68.23963300333487,186.35978538440034,0.7125847942754909,-149.17947408968436,-1.2466050000000024,87.966698
