,Date,RSI,MFI,EMA,SO,MACD,Diff,UVSL.NS.Close
0,2007-08-07,50.3551401869159,61.35716855515765,4.152234489159642,0.3333333333333328,-3.510697883380727,0.04999999999999982,1.9
1,2007-08-09,49.92282249173098,60.277442704428374,4.153421640223932,0.2857142857142863,-3.5597850948544254,-0.039999999999999813,1.86
2,2007-08-22,50.238544324864094,58.979953376547854,4.143805594207921,0.14285714285714315,-3.521168906183708,-0.030000000000000027,1.83
3,2007-08-27,50.24818633066055,54.86787614435874,4.106837056480664,0.19047619047619088,-3.5439333020487833,0.010000000000000009,1.84
4,2007-08-29,50.458918500497624,70.70660658090003,4.147401870107513,1.0,-3.5497113154972837,0.20999999999999974,2.05
5,2007-09-06,51.81759518175953,77.10674787346771,4.405110453968698,1.0,-3.542167703646932,0.6400000000000001,2.69
6,2007-09-10,53.41098169717138,83.9778466054482,4.7074132011164505,0.9649122807017544,-3.5274606526970462,0.2200000000000002,2.91
7,2007-09-13,51.80474389824683,76.57053304824711,4.958552770967918,0.8859649122807015,-3.518058848224194,-0.0900000000000003,2.82
8,2007-09-18,50.48576214405361,67.12156997166642,5.163402085066557,0.8245614035087718,-3.4935776629133946,-0.06999999999999984,2.75
9,2007-09-26,51.12540192926046,68.7348332875286,5.413564959492023,0.9416666666666668,-3.4508823327824016,0.20000000000000018,2.95
10,2007-09-27,49.19017288444041,61.48703294650988,5.618211244308034,0.8677685950413225,-3.4206874325873473,-0.06000000000000005,2.89
11,2007-09-28,48.901869158878505,58.79781464438674,5.822526506528235,0.7200000000000006,-3.383396156731221,0.020000000000000018,2.91
12,2007-10-05,50.41940603037859,62.89716544091576,6.092860973472174,0.6949152542372885,-3.3361357484533594,0.22999999999999998,3.14
13,2007-10-08,50.28360049321825,63.28172174756289,6.290711627544906,0.4067796610169496,-3.2907156355158493,-0.16999999999999993,2.97
14,2007-10-09,50.685307017543856,64.24132056689089,6.415220699657466,0.2372881355932206,-3.271891281846262,-0.10000000000000009,2.87
15,2007-10-12,49.47819106234947,62.394223476382756,6.39750584393188,0.08064516129032234,-3.280352225636732,-0.1200000000000001,2.75
16,2007-10-18,48.466579292267355,61.45609058238154,6.305251588504849,0.0,-3.344571441508288,-0.14000000000000012,2.61
17,2007-10-25,49.95499549954995,66.345573088774,6.227249320597263,0.038961038961039286,-3.504885561700097,-0.029999999999999805,2.58
18,2007-10-29,50.82547169811321,64.1340678260849,6.187659227736217,0.11688311688311727,-3.6868917173598446,0.06000000000000005,2.64
19,2007-11-02,51.3630123553638,66.70846979491255,6.0955043025615,0.08571428571428577,-3.8272273030347126,-0.08000000000000007,2.56
20,2007-11-05,51.56831472620947,65.07145587301287,6.010617353890617,0.06818181818181775,-3.962466912324359,-0.03000000000000025,2.53
21,2007-11-19,53.362255965292846,74.39896371307617,6.37509867714603,1.0,-4.031010622581948,1.4100000000000001,3.94
22,2007-12-03,55.85609954016771,74.75220387182334,7.019306330411103,1.0,-4.022860494823379,1.1300000000000003,5.07
23,2007-12-06,59.097744360902254,72.25461030829611,7.876728126590228,1.0,-3.9970770322014513,0.8099999999999996,5.88
24,2007-12-07,61.19679210363974,87.56527443730735,8.760142977395674,1.0,-4.025776403512854,0.2999999999999998,6.18
25,2007-12-10,63.843648208469055,91.34993551692695,9.674616609360102,1.0,-4.043967660946969,0.29000000000000004,6.47
26,2007-12-20,61.40698916526782,92.73188831258527,10.520176018353412,0.9873737373737375,-4.083137615998229,-0.04999999999999982,6.42
27,2007-12-24,62.13740458015267,93.47107390349086,11.319374759996052,0.8983050847457628,-4.13881429039504,0.03000000000000025,6.45
28,2007-12-31,62.77868146588843,94.24639683747567,12.267046784766862,1.0,-4.151226842076756,0.6600000000000001,7.11
29,2008-01-14,59.629192038534946,93.09362823191215,12.658381948529367,0.2488262910798119,-4.317982251017257,-1.6000000000000005,5.51
30,2008-01-15,58.39622641509433,92.12623583104906,13.140822324267662,0.3755868544600938,-4.440213309213485,0.27000000000000046,5.78
31,2008-02-12,57.60148889147377,93.32889491870357,12.58453775586785,0.0,-4.661854247405955,-2.5500000000000003,3.23
32,2008-02-13,60.12311901504788,94.34091539076873,11.881916253792523,0.0,-4.815495728586642,-0.16000000000000014,3.07
33,2008-02-22,57.27320542431797,93.36861343487283,11.173748304875119,0.03465346534653468,-5.150866007410652,0.14000000000000012,3.21
34,2008-02-25,53.929744756128386,92.5922434484391,10.497228874070741,0.04702970297029701,-5.633304811975041,0.04999999999999982,3.26
35,2008-03-03,56.33080238046378,93.3227540705881,9.75985723592427,0.0,-6.197556628041548,-0.20999999999999996,3.05
36,2008-03-10,58.2246345093233,93.91795787733668,8.932268442165139,0.05865102639296193,-6.821757174912166,-0.46999999999999975,2.58
37,2008-03-12,56.570804514015286,93.92698739332918,8.283026663435852,0.6000000000000001,-7.419727513291669,0.3999999999999999,2.98
38,2008-03-25,57.47351263243683,91.4448885635225,7.324972831707241,0.13533834586466176,-8.011955583189184,-0.75,2.23
39,2008-03-27,54.50741063644289,79.71583151754793,6.751929792657521,0.3157894736842108,-8.581299025746988,0.2400000000000002,2.47
40,2008-04-01,56.46062752476343,77.46443505466958,6.25442699532611,0.5384615384615384,-9.222335205601617,0.2799999999999998,2.75
41,2008-04-03,55.33025496888175,59.704258797193845,6.124682939140199,0.46086956521739136,-9.629422604043842,-0.16999999999999993,2.58
42,2008-04-09,50.90467784642543,49.09841125499668,6.040711017893012,0.5643564356435645,-10.084282592521033,0.040000000000000036,2.62
43,2008-04-15,54.38472418670439,61.85166162866018,5.935603201356175,0.5544554455445544,-10.138534536414713,-0.010000000000000231,2.61
44,2008-04-16,51.27140633108458,53.049638716726285,5.811184667953456,0.6455696202531648,-10.163514968909567,-0.04999999999999982,2.56
