,Date,RSI,MFI,EMA,SO,MACD,Diff,BANKBARODA.NS.Close
0,2007-02-08,50.629427544390126,65.62767650924401,109.66480552828202,0.07035150753768764,-89.57960816904128,-1.260002,48.299999
1,2007-02-09,50.59912628576145,66.92126842578998,109.19049697618742,0.16035667729844744,-89.48004011708765,-0.46999699999999933,47.830002
2,2007-02-12,50.60041495939646,67.47419318018326,108.20632402854606,0.1881721104559532,-89.29935762920961,-0.7600020000000001,47.07
3,2007-02-13,50.595904888826155,69.12216330302914,107.51445007647288,0.19134419134396405,-89.51802111194928,-0.20999899999999627,46.860001000000004
4,2007-02-14,51.037006839978275,67.60226528056917,106.35179053107626,0.2743901602469028,-90.20923867486833,-1.4200020000000038,45.439999
5,2007-02-15,50.759666923093796,65.17428918888808,105.43901914165004,0.43710669227882226,-90.6081463330303,0.9799989999999994,46.419998
6,2007-02-19,50.705464766835476,62.463514510559776,104.48515162537592,0.3479533625730992,-91.4014416693273,-1.0399969999999996,45.380001
7,2007-02-20,50.92776872776366,62.81434136020069,103.56723803877101,0.36833316666666605,-92.38072031393503,-0.17000200000000376,45.209998999999996
8,2007-02-21,50.916594827316445,61.48164569100969,102.65173621425929,0.354514882943144,-93.1165524599844,-0.0899999999999963,45.119999
9,2007-02-22,50.582420326279745,58.90866144917233,101.21717261292176,0.07605192944143596,-93.51185442248263,-1.8499989999999968,43.27
10,2007-02-23,50.892454064301624,60.08560741940151,99.87166767416285,0.056047353399314694,-93.9555579469571,-0.6899980000000028,42.580002
11,2007-02-26,50.27726146844574,52.67717982865826,99.05037178453749,0.21681374879258833,-94.28401925694448,1.0899959999999993,43.669998
12,2007-02-27,49.39029580388943,48.89308854144693,98.73901670042366,0.37610610267051675,-94.30939604764541,1.0800020000000004,44.75
13,2007-02-28,49.67363964997644,49.732530448938476,98.17630486089038,0.45659678065916315,-94.37013652440388,-0.9000020000000006,43.849998
14,2007-03-01,49.767766315769435,45.028570683024995,98.08298284415552,0.5746525303216193,-94.28319591445776,0.6800009999999972,44.529999
15,2007-03-02,50.04212664462008,44.388551630152875,97.31004329591524,0.28993025866844674,-94.34032422788167,-1.6400000000000006,42.889998999999996
16,2007-03-05,50.37435980209531,44.77171580032569,96.20947507018633,0.044335132293081815,-94.25448045790027,-1.7299989999999994,41.16
17,2007-03-06,50.75752812788193,44.850929179207455,94.91029972241928,0.059147172056785095,-94.03929992043196,-1.0200010000000006,40.139998999999996
18,2007-03-07,51.18451713953397,45.477747001035446,93.08308127381663,0.03987058619295111,-93.47364633310946,-2.0699989999999957,38.07
19,2007-03-08,50.467906154887004,41.0631457018535,92.7469783239817,0.48796757860529116,-92.7990177803014,3.279997999999999,41.349998
20,2007-03-09,50.78197783087901,40.58676315065663,92.12039319515114,0.3128342664216939,-92.13213955779604,-1.3099969999999956,40.040001000000004
21,2007-03-12,50.67902610625522,41.30480345367868,91.66975320838054,0.4385025987302935,-90.93054192602044,0.9399989999999931,40.98
22,2007-03-13,50.72526812656198,39.44114427927763,91.08585342493319,0.6673302788844616,-89.8333786778702,0.06999900000000281,41.049999
23,2007-03-14,50.98253666090343,43.82345520423151,90.28749408702816,0.4322705179282865,-89.02223018054681,-1.1799999999999997,39.869999
24,2007-03-15,51.23397840885511,43.54967894429077,89.24555493888845,0.31673306772908416,-88.37668542067524,-0.5799979999999962,39.290001000000004
25,2007-03-16,51.264098612051995,44.88454407046239,88.30732196840563,0.12711819340716218,-87.62750861640303,-0.6900030000000044,38.599998
26,2007-03-19,50.5766575813449,43.71775056249667,87.82984545505151,0.20762707465528,-87.10600718471552,0.3800019999999975,38.98
27,2007-03-20,50.69679048534373,43.878412412081154,87.85154816068564,0.527173641304348,-86.30142787402205,0.9599990000000034,39.939999
28,2007-03-21,50.49853073077024,50.00038912772844,89.02818040509874,0.923387686166873,-85.13577617519242,2.640003,42.580002
29,2007-03-22,51.15086342422486,54.16891076994408,90.45601893460136,0.9327407445760476,-83.68218665186706,2.769995999999999,45.349998
